character,text,gender
KYNES, Short of atomics? No.,male
KYNES, Crew of twenty-one.,male
KYNES, Contact in two minutes.,male
KYNES, Bless the Maker and His Water. Bless the coming and going of Him. May His passage cleanse the world and keep the world for His people.,male
KYNES," All I can report is what I saw. That carryall was not sabotaged, just old. The desert isn’t kind to equipment.",male
KYNES, I’m not here to take your part. Arrakis has seen men like you come and go.,male
KYNES, It’s not safe for you here.,male
KYNES, I am commanded to say nothing. To see nothing.,male
KYNES, God created Arrakis to test the faithful.,male
KYNES, People I trust.,male
KYNES, My title is hollow. The Emperor forbids me to say anything at all.,male
KYNES, We have to get inside. There’s a storm coming.,male
KYNES," Tanat, will you find stillsuits to fit our visitors? Shamir, coffee service, please.",male
KYNES, Do you know what this place is? It’s an old Ecological Testing Station. They were meant to tame the planet. Free the water locked beneath the sands. Arrakis could be a paradise. The work had begun. But then we discovered the spice! And suddenly no one wanted the desert to go away.,male
KYNES," Thank you, Tanat.",male
KYNES, If they believed me...there would be general warfare between the Great Houses and the Emperor.,male
KYNES," You’d make a play for the throne? You’re a lost boy, hiding in a hole in the ground.",male
KYNES, Superstition.,male
KYNES, Come!,male
KYNES," Follow the arrows. You’ll find a desert-rigged thopter ready to fly. That storm out there’s your best shot. Above five thousand meters, they’re mostly dust. Climb into it. Stay on top. You might just live.",male
KYNES, It only seats two. I’ll get to the next station and report this attack to the Landsraad.,male
KYNES, I’m Fremen. The desert’s my home.,male
KYNES, Good luck!,male
KYNES, I serve only one master. His name is Shai-Hulud!,male
KYNES," In the open desert you wear these nose plugs and this filter across your face. In good working order, your suit won’t lose more than a thimbleful of water a day.",male
KYNES," Let’s have a look at you, lad.",male
KYNES, You’ve worn a stillsuit before?,male
KYNES," A rich spice bed, by the color. If you get a little higher you’ll have a better view.",male
KYNES," There, you see the spotter aircraft, looking for wormsign.",male
KYNES, Calling crawler Delta Ajax niner. Wormsign warning! Acknowledge.,male
KYNES, There.,male
CHANI, I knew you couldn’t stay the hell away.,female
LETO, Lisan al-Gaib.,male
GURNEY," Now worlds away, in stranger skies, They call no more, they call no more.",male
GURNEY," I remember perfume on a silken veil, Lovers’ arms pale against the dusk...",male
GURNEY," Now worlds away, those winsome ladies They call no more, they call no more.",male
GURNEY," I remember garrisons of old campaigners, Years washed with weariness and wine... Now worlds away, the wars forgotten...",male
GURNEY," They call no more, they call no more.",male
KYNES," Above five thousand meters, they’re mostly dust. Climb into it. Stay on top. You might just live.",male
STILGAR, Do not run. You will only waste your bodies’ water.,male
STILGAR, Hold!,male
CHANI, They say you are the Mahdi. But you look like any boy.,female
CHANI, You chose the hardest way up. Follow me.,female
CHANI, This crysknife was given to me by my great aunt. It’s made out of a tooth of Shai-Hulud. The great sandworm. This will be an honor for you to die holding it.,female
