,character,text,number,types
576,ARAGORN, There are few of us left. The Northern Kingdom was destroyed long ago.,2,male
577,ARAGORN, I am asleep.,2,male
578,ARAGORN, Min lû pennich nin i aur hen telitha. You told me once that this day would come.,2,male
579,ARAGORN, Dolen i vâd o nin. My path is hidden from me.,2,male
580,ARAGORN, Arwen...,2,male
581,ARAGORN, But never more than memory.,2,male
582,ARAGORN, She stays because she still has hope.,2,male
583,ARAGORN, Ú-ethelithon. I will not be coming back.,2,male
584,ARAGORN, Ú-bedin o gurth ne dagor. It is not of death in battle that I speak.,2,male
585,ARAGORN, Idhren emmen menna gui ethwel. Hae o auth...a nîr...a naeth. You have a chance for another life. Away from war...grief...despair.,2,male
586,ARAGORN," I am mortal. You are Elf-kind. It was a dream, Arwen. Nothing more.",2,male
587,ARAGORN, This belongs to you.,2,male
588,ARAGORN, She is sailing to the Undying Lands with all that is left of her kin.,2,male
589,ARAGORN, Warg! We are under attack!,2,male
590,ARAGORN, Brego.,2,male
591,ARAGORN," Mae carnen, Brego, mellon nîn. Well done, Brego, my friend.",2,male
592,ARAGORN," Gimli, where is the king?",2,male
593,ARAGORN, Hannon le. Thank you.,2,male
594,ARAGORN, All Isengard is emptied,2,male
595,ARAGORN, Ten thousand strong at least.,2,male
596,ARAGORN, It is an army bred for a single purpose ... to destroy the world of Men.,2,male
597,ARAGORN, They do not come to destroy Rohan’s crops or villages. They come to destroy its people ... down to the last child.,2,male
598,ARAGORN," Send out riders, my lord. You must call for aid.",2,male
599,ARAGORN, Gondor will answer.,2,male
600,ARAGORN, We’ll place the reserves along the wall. They can support the archers from above the gate.,2,male
601,ARAGORN, That is an honorable charge.,2,male
602,ARAGORN," My lady, a time may come for valor without renown. Who then will your people look to in the last defense?",2,male
603,ARAGORN, It is not in my power to command it.,2,male
604,ARAGORN," Farmer, farriers, stable boys. These are no soldiers.",2,male
605,ARAGORN, Si beriathar hýn. Amar nâ ned Edoras. They have more hope of defending themselves here than at Edoras.,2,male
606,ARAGORN, Then I shall die as one them!,2,male
607,ARAGORN, Give me your sword.,2,male
608,ARAGORN, This is a good sword.,2,male
609,ARAGORN," Ú-moe edhored, Legolas. There is nothing to forgive, Legolas.",2,male
610,ARAGORN," Mae govannen, Haldir. Welcome, Haldir",2,male
611,ARAGORN," A Eruchîn, ú-dano i faelas a hyn ... an uben tanatha le faelas! Show them no mercy ... for you shall receive none!",2,male
612,ARAGORN, Dartho! Hold!,2,male
613,ARAGORN, Tangado halad! Prepare to fire!,2,male
614,ARAGORN, Leithio i philinn! Release Arrows!,2,male
615,ARAGORN, Pendraid! Ladders!,2,male
616,ARAGORN, Swords! Swords!,2,male
617,ARAGORN, Na fennas! Causeway!,2,male
618,ARAGORN," Togo hon dad, Legolas! Bring him down, Legolas!",2,male
619,ARAGORN, Dago hon! Dago hon! Kill him! Kill him!,2,male
620,ARAGORN, Gimli!,2,male
621,ARAGORN, Na Barad! Na Barad! To the Keep! Pull back to the Keep!,2,male
622,ARAGORN, How long do you need?,2,male
623,ARAGORN, Gimli!,2,male
624,ARAGORN, It’s a long way.,2,male
625,ARAGORN, What?,2,male
626,ARAGORN, Not a word.,2,male
627,ARAGORN, They have broken through! The castle is breached! Retreat!,2,male
628,ARAGORN, You said this fortress would never fall while your Men defend it. They still defend it. They have died defending it.,2,male
629,ARAGORN, Tell the women and children to make for the mountain pass. And barricade the entrance.,2,male
630,ARAGORN, Ride out with me.,2,male
631,ARAGORN, For Rohan. For your people.,2,male
632,ARAGORN, Gandalf.,2,male
633,ARAGORN, They must have caught our scent. Hurry!,2,male
634,ARAGORN, Legolas! What do your Elf eyes see?,2,male
635,ARAGORN, They crawled.,2,male
636,ARAGORN, Their hands were bound.,2,male
637,ARAGORN, Their bonds were cut.,2,male
638,ARAGORN, They ran over here.,2,male
639,ARAGORN, They were followed.,2,male
640,ARAGORN, ...into Fangorn Forest.,2,male
641,ARAGORN, Lower your axe.,2,male
642,ARAGORN, We must be quick.,2,male
643,ARAGORN, You still speak in riddles.,2,male
644,ARAGORN," ...stille nú. Lac is drefed, gefrægon. ...be quiet now. A battle is stirred up, they heard.",2,male
645,ARAGORN, Hwæt nemnað ðe? Hm? Hwæt nemnað ðe? What is your name? Hm? What is your name?,2,male
646,ARAGORN," Man le trasta, Brego? Man cenich? What troubles you, Brego? What did you see?",2,male
647,ARAGORN, I do not think that will be your fate.,2,male
648,ARAGORN, It’s good.,2,male
649,ARAGORN, This is a dream.,2,male
650,ARAGORN, They will be here by nightfall.,2,male
651,ARAGORN, What is your name?,2,male
652,ARAGORN," Haleth, son of Háma...",2,male
653,ARAGORN, ...there is always hope.,2,male
654,ARAGORN, You are most welcome.,2,male
655,ARAGORN, Hado i philinn! Hurl the arrows!,2,male
656,ARAGORN, Herio! Charge!,2,male
657,ARAGORN, Haldir!,2,male
658,ARAGORN, Na barad! To the Keep!,2,male
659,ARAGORN, Is there no other way for the women and children to get out of the caves?,2,male
660,ARAGORN, Is there no other way?,2,male
661,ARAGORN, Ride out and meet them.,2,male
1132,ARWEN, The light of the Evenstar does not wax and wane. It is mine to give to whom I will. Like my heart.,2,female
1133,ARWEN, Go to sleep...,2,female
1134,ARWEN, Then it is a good dream.,2,female
1135,ARWEN, Ú i vethed... nâ i onnad. Boe bedich go Frodo. Han bâd lîn. This is not the end... it is the beginning. You must go with Frodo. That is your path.,2,female
1136,ARWEN, Si peliannen i vâd na dail lîn. Si boe ú-dhannathach. It is already laid before your feet. You cannot falter now.,2,female
1137,ARWEN, Ae ú-esteliach nad... If you trust nothing else...,2,female
1138,ARWEN, Nach gwannatha sin? Is this how you would take your leave?,2,female
1139,ARWEN, Estelio guru lîn ne dagor. Ethelithach. You underestimate your skill in battle. You will come back.,2,female
1140,ARWEN, O man pedich? What do you speak of?,2,female
1141,ARWEN, Why are you saying this?,2,female
1142,ARWEN, I don’t believe you.,2,female
1143,ARWEN, It was a gift.,2,female
1144,ARWEN, May the grace of the Valar protect you.,2,female
1145,ARWEN, I have made my choice.,2,female
1146,ARWEN, There is still hope.,2,female
1147,ARWEN," Gerich meleth nîn, ada. You have my love, father",2,female
1148,ARWEN, Sleep.,2,female
1149,ARWEN, ...estelio han. Estelio ammen. ...trust this. Trust us.,2,female
1150,ARWEN, Ma nathach hi gwannathach or minuial archened? Did you think you could slip away at first light - unnoticed?,2,female
1151,ARWEN, Keep it.,2,female
1215,BOROMIR, This city was once the jewel of our kingdom...a place of light and beauty and music...and so it shall be once more!,2,male
1216,BOROMIR, Leaves more time for drinking!,2,male
1217,BOROMIR, Father!,2,male
1218,BOROMIR, They exaggerate. The victory belongs to Faramir also.,2,male
1219,BOROMIR," You give him no credit, and yet he tries do to your will.",2,male
1220,BOROMIR, The One Ring ... Isildur’s Bane.,2,male
1221,BOROMIR, Gondor.,2,male
1222,BOROMIR, No. My place is here with my people. Not in Rivendell,2,male
1223,BOROMIR," Remember today, little brother.",2,male
1224,BOROMIR, Let the armies of Mordor know this: never again will the land of my people fall into enemy hands.,2,male
1225,BOROMIR, This city of Osgiliath has been reclaimed for Gondor!,2,male
1226,BOROMIR, Break out the ale! These men are thirsty!,2,male
1227,BOROMIR," Remember today, little brother. Today, life is good.",2,male
1228,BOROMIR, What?,2,male
1229,BOROMIR," One moment of peace, can he not give us that?",2,male
1230,BOROMIR," He loves you, Father.",2,male
1231,DENETHOR, Where is he? Where is Gondor’s finest? Where’s my first-born?,2,male
1232,DENETHOR, They say you vanquished the enemy almost single-handedly.,2,male
1233,DENETHOR," But for Faramir, this city would still be standing. Were you not entrusted to protect it?",2,male
1234,DENETHOR," Oh, too few. You let the enemy walk in and take it on a whim.",2,male
1235,DENETHOR," Do not trouble me with Faramir ... I know his uses, and they are few.",2,male
1236,DENETHOR," It has fallen into the hands of the Elves. Everyone will try to claim it: Men, Dwarves, wizards. We cannot let that happen. This thing must come to Gondor.",2,male
1237,DENETHOR," It’s dangerous, I know. Ever the Ring will seek to corrupt the hearts of lesser Men. But you, you are strong... and our need is great. It is our blood which is being spilled, our people who are dying. Sauron is biding his time. He’s massing fresh armies. He will return. And when he does, we will be powerless to stop him. You must go. Bring me back this mighty gift.",2,male
1238,DENETHOR, Would you deny your own father?,2,male
1239,DENETHOR," You? Oh, I see. A chance for Faramir, captain of Gondor, to show his quality. I think not.",2,male
1240,DENETHOR, Always you cast a poor reflection on me.,2,male
1241,DENETHOR," We have more urgent things to speak of. Elrond of Rivendell has called a meeting. He will not say why, but I have guessed its purpose. It is rumored that the weapon of the enemy has been found.",2,male
1242,DENETHOR, I trust this mission only to your brother. The one who will not fail me.,2,male
1152,ELROND, Our time here is ending. Arwen’s time is ending. Let her go. Let her take the ship into the west. Let her bear away her love for you to the Undying Lands. There it will be ever green.,2,male
1153,ELROND, I will not leave my daughter here to die.,2,male
1154,ELROND, She stays for you. She belongs with her people.,2,male
1155,ELROND, Arwen.,2,male
1156,ELROND, He is not coming back. Why do you linger here when there is no hope?,2,male
1157,ELROND," If Aragorn survives this war, you will still be parted. If Sauron is defeated and Aragorn made king and all that you hope for comes true, you will still have to taste the bitterness of mortality. Whether by the sword or the slow decay of time, Aragorn will die.",2,male
1175,ELROND, Tollen i lû. I chair gwannar na Valannor. Si bado...no círar. It is time. The ships are leaving for Valinor. Go now...before it is too late.,2,male
1176,ELROND, Arwen...,2,male
1177,ELROND," There is nothing for you here, only death.",2,male
1178,ELROND," A im, ú-'erin veleth lîn? Do I not also have your love?",2,male
1179,ELROND," And there will be no comfort for you, no comfort to ease the pain of his passing.",2,male
1180,ELROND," He will come to death, an image of the splendor of the kings of Men in glory undimmed before the breaking of the world. But you, my daughter, you will linger on in darkness and in doubt as nightfall in winter that comes without a star.",2,male
1181,ELROND," Here you will dwell, bound to your grief...",2,male
1182,ELROND," ...under the fading trees, until all the world has changed and the long years of your life are utterly spent.",2,male
818,ÉOWYN, Théodred!,2,female
819,ÉOWYN," My lord, your son...he is dead.",2,female
820,ÉOWYN, Your words are poison.,2,female
821,ÉOWYN," Bealocwealm hafað fréone frecan forth onsended giedd sculon singan gléomenn sorgiende on Meduselde þæt he ma no wære his dryhtne dyrest and mæga deorost. Bealo... An evil death has set forth the noble warrior A song shall sing sorrowing minstrels in Meduseld that he is no more, to his lord dearest and kinsmen most beloved. An evil death...",2,female
822,ÉOWYN," The had no warning. They were unarmed. Now the Wild Men are moving through the Westfold, burning as they go.",2,female
823,ÉOWYN, His name is Brego.,2,female
824,ÉOWYN," I have heard of the magic of Elves, but I did not look for it in a Ranger from the North. You speak as one of their own.",2,female
825,ÉOWYN, Women of this country learned long ago: those without swords may still die upon them. I fear neither death nor pain.,2,female
826,ÉOWYN, A cage. To stay behind bars until use and old age accept them. And all chance of valor has gone beyond recall or desire.,2,female
827,ÉOWYN, Gimli.,2,female
828,ÉOWYN," I made some stew. It isn’t much, but it’s hot.",2,female
829,ÉOWYN, Really?,2,female
830,ÉOWYN, Then you must be at least 60.,2,female
831,ÉOWYN, You are one of the Dúnedain.,2,female
832,ÉOWYN," I’m sorry. Please, eat.",2,female
833,ÉOWYN, Where is she?,2,female
834,ÉOWYN, My lord?,2,female
835,ÉOWYN, I can fight!,2,female
836,ÉOWYN, Make for the lower ground!,2,female
837,ÉOWYN, Stay together!,2,female
838,ÉOWYN, Where is the rest?,2,female
839,ÉOWYN, Take it to the caves.,2,female
840,ÉOWYN, So few. So few of you have returned.,2,female
841,ÉOWYN, Lord Aragorn ... where is he?,2,female
842,ÉOWYN," To mind the children, to find food and bedding with the men return. What renown is there in that?",2,female
843,ÉOWYN, Let me stand at your side.,2,female
844,ÉOWYN, You do not command the others to stay! They fight beside you because they would not be parted from you. Because they love you!,2,female
845,ÉOWYN," Your son is badly wounded, my lord.",2,female
846,ÉOWYN, My lord? Uncle?,2,female
847,ÉOWYN, Will you not go to him? Will you do nothing?,2,female
848,ÉOWYN," Rick, cot and tree.",2,female
849,ÉOWYN, He was my cousin’s horse.,2,female
850,ÉOWYN," My uncle told me a strange thing. He said that you rode to war with Thengel, my grandfather. But he must be mistaken.",2,female
851,ÉOWYN, Seventy?,2,female
852,ÉOWYN, But you cannot be 80!,2,female
853,ÉOWYN," A descendant of Númenor, blessed with long life. It was said that your race had passed into legend.",2,female
854,ÉOWYN, The woman who gave you that jewel.,2,female
855,ÉOWYN, I’m to be sent with the women into the caves.,2,female
856,ÉOWYN, I’m sorry.,2,female
1243,ÉOWYN, Aragorn! Aragorn!,2,female
1074,FARAMIR, There are no travelers in this land. Only servants of the Dark Tower.,2,male
1075,FARAMIR, The enemy?,2,male
1076,FARAMIR, What news?,2,male
1077,FARAMIR, How many?,2,male
1078,FARAMIR, Who’s covering the river to the north?,2,male
1079,FARAMIR, Saruman attacks from Isengard.,2,male
1080,FARAMIR, My Men tell me that you are Orc spies.,2,male
1081,FARAMIR," Well if you’re not spies, then who are you?",2,male
1082,FARAMIR, Your bodyguard?,2,male
1083,FARAMIR, And where is your skulking friend?,2,male
1084,FARAMIR, You’re a friend of Boromir?,2,male
1085,FARAMIR, It would grieve you then to learn that he was dead.,2,male
1086,FARAMIR," As one of his companions, I hoped you would tell me.",2,male
1087,FARAMIR," His horn washed up on the riverbank, about six days past. It was cloven in two. But more than this, I know it in my heart. He was my brother.",2,male
1088,FARAMIR, Good speech. Nice and short.,2,male
1089,FARAMIR, He’s here.,2,male
1090,FARAMIR," I would have done, but our numbers were too few.",2,male
1091,FARAMIR, That is not my intent.,2,male
1092,FARAMIR," If there is a need to go to Rivendell, send me in his stead.",2,male
1093,FARAMIR, You must come with me. Now.,2,male
1094,FARAMIR, That’s enough.,2,male
1095,FARAMIR, What did they steal?,2,male
1096,FARAMIR, So this is the answer to all the riddles ... here in the Wild I have you. Two halflings ... and a host of Men at my call.,2,male
1097,FARAMIR, Prepare to leave.,2,male
1098,FARAMIR, Hurry.,2,male
1099,FARAMIR, Take them to my father.,2,male
1100,FARAMIR, Nazgûl!,2,male
1101,FARAMIR," I think at last we understand one another, Frodo Baggins.",2,male
1102,FARAMIR, Then it is forfeit. Release them.,2,male
1103,FARAMIR, This is the old sewer. Runs right under the river through to the edge of the city. You’ll find cover in the woods there.,2,male
1104,FARAMIR," The Shire must really be a great realm, Master Gamgee, where gardeners are held in high honor.",2,male
1105,FARAMIR, Cirith Ungol?,2,male
1106,FARAMIR," Frodo, they say a dark terror dwells in the passes above Minas Morgul. You cannot go that way.",2,male
1107,FARAMIR," Go, Frodo. Go with the goodwill of all Men.",2,male
1108,FARAMIR, May death find you quickly if you bring them to harm.,2,male
1109,FARAMIR," His sense of duty was no less than yours, I deem.",2,male
1110,FARAMIR," You wonder what his name is, where he came from. And if he was really evil at heart. What lies or threats led him on this long march from home. If he would not rather have stayed there...in peace.",2,male
1111,FARAMIR, War will make corpses of us all. Bind their hands.,2,male
1112,FARAMIR, Sauron from Mordor.,2,male
1113,FARAMIR, The fight will come to Men on both fronts. Gondor is weak.,2,male
1114,FARAMIR, Sauron will strike us soon. And he will strike hard.,2,male
1115,FARAMIR, He knows now we do not have the strength to repel him.,2,male
1116,FARAMIR, Speak.,2,male
1117,FARAMIR, That gangrel creature. He had an ill- favored look.,2,male
1118,FARAMIR, Down there.,2,male
1119,FARAMIR, To enter the Forbidden Pool bears the penalty of death.,2,male
1120,FARAMIR, They wait for my command.,2,male
1121,FARAMIR, Shall I shoot?,2,male
1122,FARAMIR, Where are you leading them?,2,male
1123,FARAMIR, Answer me!,2,male
1124,FARAMIR, The Ring of Power within my grasp.,2,male
1125,FARAMIR," A chance for Faramir, captain of Gondor, to show his quality.",2,male
1126,FARAMIR, The Ring will go to Gondor.,2,male
1127,FARAMIR, Tell him Faramir sends a mighty gift. A weapon that will change our fortunes in this war.,2,male
1128,FARAMIR, Stay here. Keep out of sight.,2,male
1129,FARAMIR, Take cover!,2,male
1130,FARAMIR, What road will you take once you reach the woods?,2,male
1131,FARAMIR, Is that its name?,2,male
792,FREDA, Papa says Éothain must not ride Garulf. He is too big for him!,2,female
793,FREDA," I don’t want to leave. I don't want to go, Mama.",2,female
794,FREDA, Where’s mama?,2,female
795,FREDA, Mama!,2,female
3,FRODO, Gandalf!,2,male
24,FRODO, Gandalf!,2,male
25,FRODO, No!,2,male
26,FRODO, Gandalf!,2,male
27,FRODO, Nothing.,2,male
28,FRODO," No! Don’t look down, Sam! Just keep going!",2,male
29,FRODO, I think I’ve found the bottom.,2,male
30,FRODO, What’s in this?,2,male
31,FRODO, Roast chicken?!,2,male
32,FRODO, Sam. My dear Sam.,2,male
33,FRODO, It is special.,2,male
34,FRODO, Real Elvish rope.,2,male
35,FRODO," He didn’t mean for a lot of things to happen, Sam ... but they did.",2,male
36,FRODO, It’s getting heavier.,2,male
37,FRODO," Nothing ever dampens your spirits, does it, Sam?",2,male
38,FRODO, It’s because we’ve been here before. We’re going in circles.,2,male
39,FRODO, Yes. I can smell it.,2,male
40,FRODO," This is Sting. You’ve seen it before, haven’t you ... Gollum?",2,male
41,FRODO," Maybe he does deserve to die. But now that I see him, I do pity him.",2,male
42,FRODO, There’s no promise you can make that I can trust.,2,male
43,FRODO, The Ring is treacherous. It will hold you to your word.,2,male
44,FRODO, Sam!,2,male
45,FRODO, You know the way to Mordor?,2,male
46,FRODO, You’ve been there before?,2,male
47,FRODO, You will lead us to the Black Gate.,2,male
48,FRODO, Here.,2,male
49,FRODO, Don’t touch me!,2,male
50,FRODO, Gollum?,2,male
51,FRODO, Gollum!,2,male
52,FRODO, What did you say?,2,male
53,FRODO, Who are you?,2,male
54,FRODO, Gandalf told me you were one of the river-folk.,2,male
55,FRODO, He said your life was a sad story.,2,male
56,FRODO, You were not so very different from a Hobbit once. Were you?,2,male
57,FRODO," That was your name once, wasn’t it? A long time ago.",2,male
58,FRODO, I did.,2,male
59,FRODO," Sam, no!",2,male
60,FRODO," I do not ask you to come with me, Sam.",2,male
61,FRODO, Now!,2,male
62,FRODO, Are you saying there’s another way into Mordor?,2,male
63,FRODO," He’s led us this far, Sam.",2,male
64,FRODO, He’s been true to his word.,2,male
65,FRODO," Lead the way, Sméagol.",2,male
66,FRODO, Why do you do that?,2,male
67,FRODO, Call him names. Run him down all the time.,2,male
68,FRODO, You have no idea what it did to him... what it's still doing to him.,2,male
69,FRODO, Because I have to believe he can come back.,2,male
70,FRODO, What do you know about it? Nothing!,2,male
71,FRODO, I know what I have to do Sam. The Ring was entrusted to me. It's my task. Mine! My own!,2,male
72,FRODO," We’ve got to get moving. Come on, Sam.",2,male
73,FRODO, Sméagol?,2,male
74,FRODO, We are bound to an errand of secrecy.,2,male
75,FRODO," We are Hobbits of the Shire. Frodo Baggins is my name, and this is Samwise Gamgee.",2,male
76,FRODO, There was no other.,2,male
77,FRODO, Yes... for my part.,2,male
78,FRODO, Dead? How? When?,2,male
79,FRODO," If something has happened to Boromir, we would have you tell us.",2,male
80,FRODO, Wait!,2,male
81,FRODO," Sméagol, you must trust master. Follow me, come on. Come.",2,male
82,FRODO," I can’t. You were right, Sam. You tried to tell me but ... I’m sorry. The Ring’s taking me, Sam. If I put it on, he’ll find me. He’ll see.",2,male
83,FRODO, No!!,2,male
84,FRODO, The Ring will not save Gondor. It has only the power to destroy. Please... let me go.,2,male
85,FRODO, Faramir! You must let me go!,2,male
86,FRODO," It’s calling to him, Sam. His Eye is almost on me.",2,male
87,FRODO, They’re here.,2,male
88,FRODO," I can’t do this, Sam.",2,male
89,FRODO," What are we holding on to, Sam?",2,male
90,FRODO, Gollum says there’s a path near Minas Morgul that climbs up into the mountains.,2,male
91,FRODO, I must.,2,male
92,FRODO, Thank you.,2,male
93,FRODO," Come on, keep up.",2,male
94,FRODO, What?,2,male
95,FRODO," Well, you’ve left out one of the chief characters: “Samwise the Brave.” I want to hear more about Sam.",2,male
96,FRODO, Frodo wouldn’t have got far without Sam.,2,male
97,FRODO, So was I.,2,male
98,FRODO, Sméagol!,2,male
99,FRODO, Sméagol?,2,male
134,FRODO, Gandalf!,2,male
210,FRODO, Just a dream.,2,male
211,FRODO, It’s a little bit of home.,2,male
212,FRODO, We can’t leave this here for someone to follow us down.,2,male
213,FRODO, What food have we got left?,2,male
214,FRODO, We’re not alone.,2,male
215,FRODO, Release him or I’ll cut your throat!,2,male
216,FRODO, Sméagol.,2,male
217,FRODO," I want to help him, Sam.",2,male
218,FRODO," I'm sorry, Sam. I don't know why I said that.",2,male
219,FRODO, We’ve lingered here too long.,2,male
220,FRODO," Come on, Sam.",2,male
221,FRODO, Those that claim to oppose the enemy would do well not to hinder us.,2,male
222,FRODO, We set out from Rivendell with seven companions.,2,male
223,FRODO," One we lost in Moria, two were my kin, a Dwarf there was also, and an Elf. And two Men, Aragorn, son of Arathorn, and Boromir of Gondor.",2,male
224,FRODO, This creature is bound to me. And I to him.,2,male
225,FRODO, He is our guide. Please ... let me go down to him.,2,male
226,FRODO, Sméagol!,2,male
227,FRODO, Master is here.,2,male
228,FRODO," Come, Sméagol. Trust master. Come!",2,male
229,FRODO, Come Sméagol. Nice Sméagol. That’s it. Come on.,2,male
230,FRODO, Don’t hurt him! Sméagol don’t struggle! Sméagol listen to me!,2,male
231,FRODO, They’ve come.,2,male
1183,GALADRIEL," I amar prestar aen... han mathon ne nen, han mathon ne chae, a han nostan ned gwilith. The world has changed... I feel it in the water, I feel it in the earth, I smell it in the air.",2,female
1184,GALADRIEL, The power of the enemy is growing. Sauron will use his puppet Saruman...,2,female
1185,GALADRIEL, ...to destroy the people of Rohan.,2,female
1186,GALADRIEL, Isengard has been unleashed.,2,female
1187,GALADRIEL, The Eye of Sauron now turns to Gondor...,2,female
1188,GALADRIEL, ...the last free kingdom of Men.,2,female
1189,GALADRIEL, His war on this country will come swiftly.,2,female
1190,GALADRIEL, He senses the Ring is close.,2,female
1191,GALADRIEL, The strength of the Ring-bearer is failing.,2,female
1192,GALADRIEL, You have foreseen it. It is the risk we all took.,2,female
1193,GALADRIEL," In the gathering dark, the will of the Ring grows strong.",2,female
1194,GALADRIEL," It works hard now to find its way back into the hands of Men. Men, who are so easily seduced by its power.",2,female
1195,GALADRIEL," The young captain of Gondor has but to extend his hands, take the Ring for his own and the world will fall.",2,female
1196,GALADRIEL, It is close now...,2,female
1197,GALADRIEL, ...so close to achieving its goal.,2,female
1198,GALADRIEL, For Sauron will have dominion of all life on this Earth...,2,female
1199,GALADRIEL, Do we leave Middle-earth to its fate? Do we let them stand alone?,2,female
1200,GALADRIEL," In his heart, Frodo begins to understand...",2,female
1201,GALADRIEL, ...the quest will claim his life. You know this.,2,female
1202,GALADRIEL, ...even unto the ending of the world. The time of the Elves...is over.,2,female
1158,GAMLING, What is it? Háma?,2,male
1159,GAMLING, Wargs!,2,male
1160,GAMLING," What of those who cannot fight, my lord? The women and children?",2,male
1161,GAMLING, We need more time to lay provisions--,2,male
1162,GAMLING, Every villager able to wield a sword has been sent to the armory.,2,male
1163,GAMLING," You are our king, sire.",2,male
1164,GAMLING," Your men, my lord, will follow you to whatever end.",2,male
1165,GAMLING, Fire!,2,male
1166,GAMLING, Make way for the king!,2,male
1167,GAMLING, Pull back! Pull back!,2,male
1168,GAMLING, There is one passage. It leads into the mountains. But they will not get far. The Uruk-Hai are too many.,2,male
1173,GAMLING, Make way for the king!,2,male
1174,GAMLING, Make way for Théoden! Make way for the king!,2,male
1244,GAMLING, My lord?,2,male
1245,GAMLING, We cannot hold much longer.,2,male
1,GANDALF, You cannot pass!,2,male
2,GANDALF," I am the servant of the Secret Fire, wielder of the Flame of Anor!",2,male
4,GANDALF," Go back to the Shadow. The dark fire will not avail you, flame of Udûn!",2,male
5,GANDALF, You shall not pass!!,2,male
6,GANDALF, ...until my task is done.,2,male
7,GANDALF, Gandalf the Grey. That was my name.,2,male
8,GANDALF," One stage of the journey is over, another begins. We must travel to Edoras with all speed.",2,male
9,GANDALF," Merry and Pippin are quite safe. In fact, they are far safer than you are about to be.",2,male
10,GANDALF," Sauron fears you, Aragorn. He fears what you may become.",2,male
11,GANDALF," And so he’ll strike hard and fast at the world of Men. He will use his puppet Saruman to destroy Rohan. War is coming. Rohan must defend itself, and therein lies our first challenge for Rohan is weak and ready to fall. The king’s mind is enslaved, it’s an old device of Saruman’s. His hold over King Théoden is now very strong. Sauron and Saruman are tightening the noose. But for all their cunning, we have one advantage.",2,male
12,GANDALF, The Ring remains hidden.,2,male
13,GANDALF, And that we should seek to destroy it has not yet entered their darkest dreams.,2,male
14,GANDALF, And so the weapon of the enemy is moving towards Mordor in the hands of a Hobbit. Each day brings it closer to the fires of Mount Doom. We must trust now in Frodo. Everything depends upon speed and the secrecy of his quest.,2,male
15,GANDALF, Do not regret your decision to leave him. Frodo must finish this task alone.,2,male
16,GANDALF," Yes, very good.",2,male
17,GANDALF, Keep your forked tongue behind your teeth. I have not passed through fire and death to bandy crooked words with a witless worm.,2,male
18,GANDALF, I release you from the spell.,2,male
19,GANDALF," Westu hál. Ferðu, Théodred, Ferðu. Be-thou well. Go-thou, Théodred, go-thou.",2,male
20,GANDALF, Draw him away from your women and children. You must fight.,2,male
21,GANDALF," Théoden has a strong will, but I fear for him. I fear for the survival of Rohan. He will need you before the end, Aragorn. The people of Rohan will need you. The defenses have to hold.",2,male
