,character,text,number,types
72,VITO," Don Barzini, I want to thank you for helping me organize this  meeting here today. And also the other heads of the Five Families, New York and New Jersey. Carmine Corleone from the Bronx and ah... Brooklyn...Philip Tattaglia.  An' from Staten Island, we have with us Victor Strachi. And all the other associates that came as far as from California, and Kansas City, and all the other territories of the country...thank you. How did things ever get so far? I don't know. It was so unfortunate...so unnecessary. Tattaglia lost a son and I lost a son. We're quits. And if Tattaglia agrees, then I'm willing to let things go on the way they were before...",1,male
73,VITO," When...when did I ever refuse an accommodation? All of you know me here. When did I ever refuse? Except one time. And why? Because I believe this drug business is gonna destroy us in the years to come. I mean, it's not like gambling or liquor...even women, which is something that most people want nowadays, and is ah forbidden to them by the pezzonovante of the Church. Even the police departments that've helped us in the past with gambling and other things are gonna refuse to help us when in comes to narcotics. And I believed that then and I believe that now.",1,male
74,VITO, I hoped that we would come here and reason together. And as a reasonable man I'm willing to do whatever's necessary to find a peaceful solution to these problems...,1,male
75,VITO," You talk about vengeance...is vengeance gonna bring your son back to you? Or my boy to me? I forgo the vengeance of my son But I have selfish reasons. My youngest son was forced to leave this country... Because of this Sollozzo business. All right ... and I have to make arrangements to bring him back here safely - cleared of all these false charges. But I'm a superstitious man and if some unlucky accident should befall him...if he should get shot in the head by a police officer or if he should hang himself in his jail cell or if he's struck by a bolt of lightning then I'm going to blame some of the people in this room. And that, I do not forgive. But that aside let me say that I swear on the souls of my grandchildren that I will not be the one to break the peace that we have made here today...",1,male
76,VITO, Mention it. Don't insist. Barzini is a man who'll know that without being told.,1,male
77,VITO, Tattaglia's a pimp...he never'a could've outfought Santino. But I didn't know until this day that it was Barzini all along...,1,male
78,VITO," Look at this tomatoes, peppers...all of this perfecto...",1,male
79,VITO, I swore that I would never break the peace.,1,male
80,VITO, It is a sign of weakness...,1,male
81,VITO," Well, we have a lot of time to talk about it now.",1,male
82,VITO," Well, Michael is now head of the Family, and if he gives his permission, then you have my blessing...",1,male
83,VITO, Do you have faith in my judgment?,1,male
84,VITO, Do I have your loyalty?,1,male
85,VITO," Then be a friend to Michael, and do as he says.",1,male
86,VITO," I'm happy for you, Carlo.",1,male
87,VITO," Tom I advise Michael. I never thought you were a bad Consiglieri. I thought Santino was a bad Don, rest in peace. Michael has all my confidence, as...as you do. But uh there are reasons why you must have no part in what is going to happen.",1,male
88,VITO," So Barzini will move against you first. He'll set up a meeting with someone that you absolutely trust...guaranteeing your safety. And at that meeting, you'll be assassinated. I like to drink wine more than I used to anyway, I'm drinking more...",1,male
89,VITO, I don't know your wife and children. Are you happy with them?,1,male
90,VITO, That's good. I hope you don't mind the way I...I keep going over this Barzini business...,1,male
91,VITO," It's an old habit. I spent my life trying not to be careless. Women and children can be careless, but not men. How's your boy?",1,male
92,VITO, You know he looks more like you every day.,1,male
93,VITO," Read the funny papers. Oh...well...eh, I want you to arrange to have a telephone man check all the calls that go in and out of here because...",1,male
94,VITO," Ya know, cuz it could be anyone...",1,male
95,VITO," Oh, that's right. I forgot.",1,male
96,VITO," I knew that Santino was going to have to go through all this. And Fredo...well... Fredo was...well. But I never...I never wanted this for you. I work my whole life, I don't apologize, to take care of my family. And I refused to be a fool dancing on the string, held by all those bigshots. I don't apologize that's my life but I thought that...that when it was your time that...that you would be the one to hold the strings. Senator Corleone. Governor Corleone, or something...",1,male
97,VITO," Well this wasn't enough time, Michael. Wasn't enough time...",1,male
98,VITO, Uh... Now listen. Whoever comes to you with this Barzini meeting - he's the traitor. Don't forget that.,1,male
99,VITO, Come're...come're...come're,1,male
100,VITO," Yeah over here...over here. Be careful, you're spilling it. You're spilling it... Anthony...com'ere...com'ere...com'ere... com'ere. There, that's right. We'll put it right there. Aie watch this. Come here. I'll show you something, come here. Now you stand there...",1,male
101,VITO, Oh no? That's a new trick. You run in there...run in there...,1,male
704,VITO, He came all the way from California to come to the wedding; I told you he was going to come.,1,male
705,VITO, He's a good godson.,1,male
665,VOICE, Signora Corleone!,1,NaN
666,VOICE," Hey, come on, let's go... get in the car",1,NaN
746,WOLTZ," All right, start talking.",1,male
747,WOLTZ, Woltz is listening.,1,male
748,WOLTZ," And ah, what favor would ah your friend ah grant Mr. Woltz?",1,male
749,WOLTZ, Are you trying to muscle me?,1,male
750,WOLTZ," Now listen to me, you smooth-talking son- of-a-bitch! Let me lay it on the line for you and your boss, whoever he is. Johnny Fontane will never get that movie! I don't care how many daigo guinea WOP greaseball gumbahs come out of the woodwork!",1,male
751,WOLTZ," Well let me tell you something my Kraut Mick friend, I'm gonna make so much trouble for you, you won't know what hit you!",1,male
752,WOLTZ," I know almost every big lawyer in New York, who the hell are you?",1,male
753,WOLTZ, Check him out...,1,male
754,WOLTZ," Well, look at this. It used to decorate the palace of a king.",1,male
755,WOLTZ," Why didn't you say you worked for Corleone, Tom? I thought you were just some c heap two-bit hustler Johnny was running in trying to bluff me.",1,male
756,WOLTZ," How's your drink, Tom?",1,male
757,WOLTZ," Hey, come on over here with me; I wanna show you something really beautiful. You do appreciate beauty, don't you? There you are, $600,000 on four hooves. I bet a Russian Czar never paid that kind of dough for a single horse. Khartoum. Khartoum. I'm not gonna race him, though. I'm gonna put him out to stud.",1,male
758,WOLTZ," Thanks, Tony.",1,male
759,WOLTZ," Let's get something to eat, huh?",1,male
760,WOLTZ, I respect that; just tell him he should ask me anything else. But this is one favor I can't give him.,1,male
761,WOLTZ," You don't understand. Johnny Fontane never gets that movie. That part is perfect for him; it'll make him a big star. And I'm gonna run him out of the business, and let me tell you why. Johnny Fontane ruined one of Woltz International's most valuable proteges. For five years we had her under training. Singing lessons; acting lessons, dancing lessons. I spent hundreds of thousands of dollars on her. I was gonna make her a big star! And let me be even more frank, just to show you that I'm not a hard-hearted man, and it's not all dollars and cents. She was beautiful; she was young, she was innocent. She was the greatest piece of ass I ever had, and I had'em all over the world! And then Johnny Fontane comes along with his olive-oil voice, and guinea charm. And she runs off. She threw it all away just to make me look ridiculous! And",1,male
958,WOMAN, Is Carlo there?,1,female
959,WOMAN, This is a friend of Carlo's - would you tell him that I can't make it tonight until later?,1,female
966,ZALUCHI, I also don't believe in drugs. For years I paid my people extra so they wouldn't do that kind of business.,1,male
967,ZALUCHI," Somebody comes to them and says, ""I have powders; if you put up three, four thousand dollar investment we can make fifty thousand distributing."" So they can't resist. I want to control it as a business, to keep it respectable. I don't want it near schools. I don't want it sold to children! That's an infamia. In my city, we would keep the traffic in the dark people - the colored. They're animals anyway, so let them lose their souls...",1,male
