,character,text,number,types
9,SMÉAGOL, No! Not! Never!! Sméagol hates nasty Hobbitses! Sméagol wants to see them - dead!,3,male
10,SMÉAGOL, We must get the Precious. We must get it back.,3,male
11,SMÉAGOL, We lead them to the windy stairs.,3,male
12,SMÉAGOL," Up, up, up, up the stairs we go ... until we come to... ... the Tunnel!",3,male
13,SMÉAGOL," And they doesn't taste very nice, does they, Precious?",3,male
14,SMÉAGOL, And take it for me!,3,male
15,SMÉAGOL," Yes, we, we meant for us... Gollum! Gollum!",3,male
16,SMÉAGOL," Never! Sméagol wouldn't hurt a fly! He’s a horrid, fat Hobbit who hates Sméagol and who makes up nasty lies!",3,male
17,SMÉAGOL," Sneaking? Sneaking? Fat Hobbit is always so polite. Sméagol shows them secret ways that nobody else could find and they say ”Sneak!”, “Sneak!” Very nice friends, oh yes, my Precious, very nice.",3,male
18,SMÉAGOL, Sneaking!,3,male
19,SMÉAGOL," It's the only way. Go in, or go back.",3,male
20,SMÉAGOL, It wasn't us! It wasn't us! Sméagol wouldn't hurt master.,3,male
21,SMÉAGOL, Déagol!,3,male
22,SMÉAGOL, No!,3,male
23,SMÉAGOL, Sméagol promised. You must believe us. It was the Precious! The Precious made us do it!,3,male
24,SMÉAGOL, They cursed us. Murderer. Murderer they called us. They cursed us and drove us away.,3,male
29,SMÉAGOL," And we wept, Precious. We wept, to be so alone. And we forgot the taste of bread, the sound of trees, the softness of the wind ... We even forgot our own name. Gollum! Gollum!",3,male
635,SOLDIER, Nazgûl!,3,NaN
643,SOLDIER 1, What of Théoden's Riders?,3,NaN
644,SOLDIER 1, Mithrandir?,3,NaN
645,SOLDIER 2, Will Rohan’s army come?,3,NaN
374,THÉODEN, Tonight we remember those who gave their blood to defend this country. Hail the victorious dead!,3,male
375,THÉODEN, I am happy for you.,3,male
376,THÉODEN, He is an honorable man.,3,male
377,THÉODEN, It was not Théoden of Rohan who led our people to victory.,3,male
378,THÉODEN, Tell me. Why should we ride to the aid of those who did not come to ours?,3,male
379,THÉODEN, Then Rohan will answer. Muster the Rohirrim!,3,male
380,THÉODEN," Assemble the Men at Dunharrow - as many Men as can be found. You have two days ... On the third, we ride for Gondor ... and war.",3,male
381,THÉODEN," Gamling, make haste across the Riddermark ... Summon every able-bodied man to Dunharrow!",3,male
382,THÉODEN," Grimbold, how many?",3,male
383,THÉODEN, Where are the riders from Snowbourn?,3,male
384,THÉODEN, Six thousand spears ... less than half of what I'd hoped for...,3,male
385,THÉODEN, More will come.,3,male
386,THÉODEN, I take my leave.,3,male
387,THÉODEN, He leaves because he must.,3,male
388,THÉODEN," No, we cannot... But we will meet them in battle, nonetheless.",3,male
389,THÉODEN, I have left instruction: the people are to follow your rule in my stead ... take up my seat in the Golden Hall ... long may you defend Edoras if the battle goes ill.,3,male
390,THÉODEN," Duty? ...No, I would have you smile again - not grieve for those whose time has come.",3,male
391,THÉODEN, We must ride light and swift. It's a long road ahead ... and man and beast must reach the end with the strength to fight.,3,male
392,THÉODEN, It's a three-day gallop to Minas Tirith. None of my Riders can bear you as a burden.,3,male
393,THÉODEN, I will say no more.,3,male
394,THÉODEN," Ride! Ride now, for Gondor!",3,male
395,THÉODEN," Éomer, take your Éored down the left flank ... Gamling! Follow the King's banner down the centre. Grimbold, take your company right, after we pass the wall. Forth, and fear no darkness!",3,male
396,THÉODEN," Ride now, ride now, ride, ride for ruin, and the world's ending!",3,male
397,THÉODEN, Death!,3,male
398,THÉODEN," Death! Forth, Eorlingas!",3,male
399,THÉODEN, Charge!,3,male
400,THÉODEN, Make safe the city!,3,male
401,THÉODEN, Rally to me! To me!,3,male
402,THÉODEN, I know your face ... Éowyn...,3,male
403,THÉODEN, You already did... My body is broken ... you have to let me go.,3,male
404,THÉODEN," I go to my fathers ... in whose mighty company, I shall not now feel ashamed...",3,male
425,THÉODEN," Don't listen to me. You are young, and tonight is for you.",3,male
426,THÉODEN, What do we owe Gondor?,3,male
427,THÉODEN, You shall live to see these days renewed.,3,male
428,THÉODEN, No more despair.,3,male
429,THÉODEN," Little Hobbits do not belong in war, Master Meriadoc.",3,male
430,THÉODEN," Arise, arise, Riders of Théoden! Spears shall be shaken, shields shall be splintered ... A sword day, a red day , ‘ere the sun rises!",3,male
431,THÉODEN, Death!,3,male
432,THÉODEN, Reform the line...Reform the line!,3,male
433,THÉODEN, Sound the charge!,3,male
434,THÉODEN, ...Charge!,3,male
435,THÉODEN, My eyes darken...,3,male
436,THÉODEN, Éowyn?,3,male
625,THÉODEN, So ... It is before the walls of Minas Tirith that the doom of our time will be decided.,3,male
347,TREEBEARD," Burarum ... Young Master Gandalf. I'm glad you've come. Wood and water, stock  and stone, I can master, but there’s a Wizard to be managed here ... locked in his tower.",3,NaN
348,TREEBEARD," The filth of Saruman is washing Away ... Trees will come back to live Here, young trees ... wild trees.",3,NaN
349,TREEBEARD, Well bless my bark!,3,NaN
641,WITCH KING, Send forth all legions. Do not stop the attack until the city is taken. Slay them all.,3,male
642,WITCH KING, I will break him.,3,male
626,ÉOMER," Now is the hour! Riders of Rohan - Oaths you have taken. Now, fulfill them all - For Lord and land!",3,male
627,ÉOMER, They grow nervous in the shadow of the mountain...,3,male
628,ÉOMER, None who venture there ever return. That mountain is evil...,3,male
629,ÉOMER, You should not encourage him.,3,male
630,ÉOMER, I do not doubt his heart ... Only the reach of his arm.,3,male
631,ÉOMER, Move out - move out!,3,male
632,ÉOMER, Drive them into the river!,3,male
633,ÉOMER, We cannot achieve victory through strength of arms.,3,male
405,ÉOWYN, Westu Aragorn hál.,3,female
406,ÉOWYN, You are both honorable Men.,3,female
407,ÉOWYN, Just to the encampment. It's tradition for the women of the Court to farewell the Men.,3,female
408,ÉOWYN, There! A true Esquire of Rohan.,3,female
409,ÉOWYN," Well, that's no good, you won't kill many Orcs with a blunt blade. Come on.",3,female
410,ÉOWYN, To the Smithy - go!,3,female
411,ÉOWYN, You should not doubt him.,3,female
412,ÉOWYN, Why should Merry be left behind? He has as much cause to go to war as you. Why can he not fight for those he loves?,3,female
413,ÉOWYN, Why are you doing this?,3,female
414,ÉOWYN, We need you here-,3,female
415,ÉOWYN, Do you not know?,3,female
416,ÉOWYN," What other duty would you have me do, My Lord?",3,female
417,ÉOWYN, Ride with me.,3,female
418,ÉOWYN," Courage, Merry ... courage for our friends.",3,female
419,ÉOWYN," Whatever happens, stay with me. I'll look after you.",3,female
420,ÉOWYN, Death!,3,female
421,ÉOWYN, I will kill you if you touch him!,3,female
422,ÉOWYN, I am no man!,3,female
423,ÉOWYN, No... I am going to save you...,3,female
424,ÉOWYN, No...,3,female
623,ÉOWYN," The Men have found their Captain - they will follow you into battle, even to death. You have given us hope.",3,female
624,ÉOWYN, The war lies to the east; you cannot leave on the eve of battle. You cannot abandon the Men.,3,female
