character,text,gender
BLAKE," Yes, sir - take out the mercenaries guarding the outflow south of Ackerman Park, blow the rubble, you’ve got a hole big enough for ten at a time. I’m in contact with my partner - they’re waiting for the day.",male
BLAKE, Men with automatic weapons who haven’t seen daylight in three months.,male
BLAKE," While Gotham lives under a warlord, like in some failed state?",male
BLAKE, Aren’t you gonna tell him?!,male
BLAKE, I was up here looking for a vantage point. Found the people who run the corporation who owns it living here.,male
BLAKE," Captain, meet Mr. Fox. Mr. Fox, I’d like you to brief the Captain.",male
BLAKE, And here’s the important part.,male
BLAKE, The bomb’s a time bomb.,male
BLAKE, Bane’s revolution is a sham. He’s watching Gotham rearrange its deckchairs while the whole ship’s going down. Your appeasement plan might not be as practical as you thought.,male
BLAKE," Fox, somebody sold us out!",male
BLAKE, You shouldn’t be out on the streets -,male
BLAKE, Heads up.,male
BLAKE, You missed a spot.,male
BLAKE, No one cares who I am.,male
BLAKE, Huh. And you always seem to know where those people are. How is that?,male
BLAKE," No offense, but you got anything bigger in that belt?",male
BLAKE, But how do we -?,male
BLAKE, Okay.,male
BLAKE, What now?,male
BLAKE, Why?,male
BLAKE, Don’t you need me here?,male
BLAKE, Thank you.,male
BLAKE, I might not get a chance later.,male
BLAKE," Knock on doors, spread the word - the bomb’s going to blow! Get out by the South Street tunnel, or over the bridge! Do two blocks, then get back to the bus!",male
BLAKE," Blake, MCU - I’m getting these boys to safety -",male
BLAKE, It’s gonna blow anyway. We need this bridge open right now.,male
BLAKE, Whose orders? Bane’s?,male
BLAKE, Haven’t you heard the shooting? The Batman’s battling it out with Bane -,male
BLAKE, It’s Detective -,male
BLAKE, Wait for me back at the bus.,male
BLAKE," Your orders are out of date! The situation’s changed! Listen, I’m a cop like you. And I’m walking out there. Please don’t shoot me.",male
BLAKE, You idiots! You sons of bitches! You’re killing us!!,male
BLAKE, Father! Get the boys on the bus -,male
BLAKE, Come on! On the bus!,male
BLAKE, Protection from the blast -,male
BLAKE, You think they need to hear that in their last seconds? You think I’m going to let them die without hope?,male
BLAKE," Heads down! Heads down, now!",male
BLAKE, They’re children! They have no peace to make - Get down! This is it!,male
BLAKE, No. What you said about structures. About shackles. I can’t take it. The injustice. (Gestures at gardens.) I mean...no one’s ever going to know who saved an entire city.,male
BLAKE," Blake, John.",male
BLAKE, Try my legal name.,male
GORDON, Let’s go see about the Congressman’s wife...,male
GORDON, Anything strange about the pourings?,male
GORDON," Clear the corners, rookie.",male
GORDON, They don’t have any choice.,male
STRYVER, You brought a date?,male
STRYVER, Very nice.,male
STRYVER," Oh, yes.",male
STRYVER, I count fine.,male
STRYVER," In fact, I’m counting to ten right now...",male
STRYVER," We can’t have loose ends. And even in that dress, no one’s going to miss you.",male
STRYVER, Cute. But they’re not gonna be looking in a place like this.,male
STRYVER, He’s drawing the cops off Bane...,male
STRYVER," Bane says the Batman interfered, but the task was accomplished.",male
STRYVER," He says, and I quote, they would die before talking.",male
STRYVER, Nice outfit...those heels make it tough to walk?,male
STRYVER, Not that we know of -,male
STRYVER, We told him it was urgent -,male
STRYVER, I want to see Bane! There’s been a mistake! Take me to Bane!,male
STRYVER, There’s been a mistake! Where’s Bane?!,male
STRYVER, Call Bane! I’m one of you!,male
STRYVER, Exile.,male
STRYVER, Has anyone made it?,male
SELINA, I like having someone around to open doors for me.,female
SELINA, Right hand. No partials.,female
SELINA," Not so fast, handsome. You got something for me?",female
SELINA, I don’t know what you’re going to do with Mr. Wayne’s prints...but I’m guessing you’ll need his thumb.,female
SELINA," You don’t count so good, huh?",female
SELINA," Okay, okay -",female
SELINA, My friend is waiting outside. Just hit ’send’...,female
SELINA," It’ll liven up in a minute, trust me.",female
SELINA, Great. Catch you later.,female
SELINA, It would’ve been a lot easier to just give me what we agreed.,female
SELINA, No. But my friend over there...?,female
SELINA, Every cop in the city’s missing him.,female
SELINA, I don’t know... You did just use his cell phone.,female
SELINA," Keep some pressure on that, sweetheart.",female
SELINA, There’s a man in there - he’s bleeding!,female
SELINA, Get out.,female
SELINA, Now.,female
SELINA," I told you not to try it with the assholes, Jen.",female
SELINA," Okay, the assholes who hit.",female
SELINA, Probably the watch.,female
SELINA, You were supposed to be a shut-in.,female
SELINA, Why didn’t you call the police?,female
SELINA, Yeah? Who are you pretending to be?,female
SELINA," His wife’s in Ibiza. She left her diamonds behind, though. Worried they’d get stolen.",female
SELINA, You think I care what anyone in this room thinks about me?,female
SELINA," Don’t condescend, Mr. Wayne. You don’t know a thing about me.",female
SELINA, You don’t get to judge me because you were born in the master bedroom of Wayne Manor.,female
SELINA, I started off doing what I had to. Once you’ve done what you had to they’ll never let you do what you want to.,female
SELINA, There’s no fresh start in today’s world. Any twelve-year-old with a cell phone could find out what you did. Everything we do is collated and quantified. Everything sticks. We are the sum of our mistakes.,female
SELINA, The mistakes stick better. Trust me.,female
SELINA, I take what I need to from those who have more than enough. I don’t stand on the shoulders of people with less.,female
SELINA, I’d do more to help someone than most of the people in this room. Than you.,female
SELINA, Or maybe you’re being unrealistic about what’s really in your pants other than your wallet.,female
SELINA, You think all this can last?,female
SELINA," There’s a storm coming, Mr. Wayne. You and your friends better batten down the hatches, because when it hits you’re all gonna wonder how you ever thought you could live so large and leave so little to the rest of us.",female
SELINA, I’m adaptable.,female
SELINA, He’s not a mark.,female
SELINA," And he doesn’t have a cent to his name, anyway.",female
SELINA," Yeah, it’s not much. (Smiles.) But it’s more that you’ve got right now.",female
SELINA," The rich don’t even go broke same as the rest of us, huh?",female
SELINA, Let’s just say that I’ve incurred the wrath of some people less susceptible to my charms than you.,female
SELINA, And how would he do that?,female
SELINA, It doesn’t exist.,female
SELINA, Why?,female
SELINA, Tell him I’ll think about,female
SELINA, Mr. Wayne? I’m sorry they your money.,female
SELINA, Would you mind?,female
SELINA," Don’t tell me, still in love?",female
SELINA, Girl’s gonna eat.,female
SELINA, Maybe it’s not you I’m running from.,female
SELINA, That you should be as afraid of him as I am.,female
SELINA, I’m not sure.,female
SELINA," Why, honey, you wanna hold my hand?",female
SELINA, This was someone’s home.,female
SELINA, No. It’s what I thought I wanted.,female
SELINA, You boys know you can’t come into my neighborhood without asking politely.,female
SELINA," Never steal anything from someone you can’t outrun, kid.",female
SELINA, Just tax.,female
SELINA, You came back. I thought they’d killed you.,female
SELINA, If you’re expecting an apology -,female
SELINA, And why would I help you?,female
SELINA, You’re gonna trust me with that? After what I did to you?,female
SELINA, Start fresh? I can’t even get off this island.,female
SELINA, Why do you need Fox?,female
SELINA, Who says it needs saving? Maybe I like it this way.,female
SELINA, Get your powerful friend on the case.,female
BLAKE," We were so excited - Bruce Wayne, billionaire orphan. We made up stories about you. Legends. The other boys’ stories were just that. But when I saw you I knew  who you really were... (Beat.) I’d seen that look on your face. Same one I taught myself.",male
MIRANDA," Mr. Fox, I believe in what Mr. Wayne was trying to do...",female
FOX, I’ll pass along your request. Next time I see him.,male
FOX, Let’s just say that Bruce Wayne has his...eccentricities.,male
FOX, I was not. But it wouldn’t do him any good - Mr. Wayne still retains a clear majority.,male
FOX, Bruce Wayne. As I live and breathe.,male
FOX, What brings you out of cryo-sleep Mr. Wayne?,male
FOX," Actually, you did that yourself. See, if you funnel the entire R and D budget for five years into a fusion project that you then mothball, your company is unlikely to thrive.",male
FOX," A wildly sophisticated CEO, yes. Wayne Enterprises is running out of time. And Daggett is moving in.",male
FOX, If you’re not willing to turn your machine on -,male
FOX," Then sit tight. Your majority keeps Daggett at arm’s length while we figure out a future for the energy program with Miranda Tate - she’s supported your project all the way. She’s smart, and quite lovely.",male
FOX," We all just want what’s best for you, Bruce. Show her the machine.",male
FOX, Anything else?,male
FOX, These conversations always used to end with some...unusual requests.,male
FOX," Let me show you some stuff, anyway.",male
FOX," It was always shut down, officially.",male
FOX," After your father died, Wayne Enterprises set up fourteen different defense subsidiaries. I’ve spent years shuttering them and consolidating all the prototypes under one roof. My roof.",male
FOX," Stop them falling into the wrong hands. Besides, I thought someone might get some use out of them...",male
FOX, Sure I can’t tempt you to something? Pneumatic crampons? Infrared lenses? Least let me get you something for that leg.,male
FOX," Well, then I have just the thing for an eccentric billionaire who doesn’t like to walk...",male
FOX, Defense Department project for tight-geometry urban pacification. Rotors configured for maneuvering between buildings without recirculation.,male
FOX," It has a long and uninteresting Wayne Enterprises designation. So I took to calling it the Bat. And yes, Mr. Wayne, it does come in black.",male
FOX, Works great except for the autopilot.,male
FOX, Software-based instability. Take a better mind than mine to fix it.,male
FOX," I was trying to be modest. A less busy mind. Yours, perhaps.",male
FOX, Answering your own door?,male
FOX, I didn’t need to. Page three.,male
FOX, It seems you made a series of large put options on the futures exchange. Verified by thumb print. The options expired at midnight last night.,male
FOX," Long term we may be able to prove fraud, but for now...you’re completely broke. And Wayne Enterprises is about to fall into the hands of John Daggett.",male
FOX," Applied Sciences is shut up tight, and off the books. The energy project is a different story.",male
FOX, We’re meeting her there in thirty-five minutes. You better get dressed.,male
FOX," Bear with me, Miss Tate.",male
FOX, Keep your hands and feet inside the car at all times.,male
FOX, The reactor is beneath the river so that it could be instantly flooded in an event of a security breach.,male
FOX, I’m gonna plead the fifth on that one.,male
FOX, We have a board meeting to get to.,male
FOX," I’m afraid he has a point, Mr. Wayne.",male
FOX, Right away.,male
FOX, I don’t see the need for a board meeting on the energy project -,male
FOX, Where are you taking us?,male
FOX, I won’t do it.,male
FOX, Miss Tate is fully aware of the situation.,male
FOX," It was built as a fusion reactor. The first of its kind. Bane turned the core into a bomb, then disconnected it from the reactor.",male
FOX," As the device’s fuel cells decay, it’s becoming increasingly unstable...until the point of detonation.",male
FOX, And it will go off. In twenty-three days.,male
FOX," I don’t know, But I could reconnect it to the reactor. Stabilize it.",male
FOX, Take Miranda -,male
FOX," You picked a hell of a time to go on vacation, Mr. Wayne.",male
FOX, That bomb goes off in twelve hours.,male
FOX, If you can get it there. I’ll find a way to plug it back in. (Indicates Miranda.) Can you get Miranda out?,male
FOX, What for?,male
FOX," I like your girlfriend, Mr. Wayne.",male
FOX, They can’t be using radio or cell - too much interference. Infrared doesn’t have the range. It could only be micro-burst long wave...,male
FOX, Yes. I need the EMP cannon-guidance mount from the Bat. You remember where you parked?,male
FOX, She fly pretty well?,male
FOX, Autopilot? That’s what you’re there for.,male
FOX," Please, I just need to know what I could’ve done to fix it.",male
FOX, Check the user ident on the patch...,male
MIRANDA, Bruce Wayne at a charity ball?,female
MIRANDA, Nobody’s answering.,female
MIRANDA," I hear you’re looking for men, Commissioner.",female
MIRANDA, But he is not the child of Ra’s al Ghul...,female
ALFRED," Don’t worry, Master Wayne. Takes a little time to get back into the swing of things.",male
FOX, This is Fox.,male
FOX, I knew it!,male
FOX, Wayne Enterprises.,male
CATWOMAN," Well, what do you know?",female
CATWOMAN, Cat got your tongue?,female
CATWOMAN, Nobody ever accused me of being dumb.,female
CATWOMAN, I want what you owe me -,female
CATWOMAN," I don’t know, do they?",female
CATWOMAN, So where is it?,female
CATWOMAN, The program. The ’Clean Slate’.,female
CATWOMAN, Where is it?,female
CATWOMAN, You’re lying. Rykin Data took it to prototype stage -,female
CATWOMAN, Stay back!,female
CATWOMAN, I’m not bluffing!,female
CATWOMAN, You’ve got to be kidding.,female
CATWOMAN, Where’s the fun in that?,female
CATWOMAN, My mother warned me about getting into cars with strange men -,female
CATWOMAN, See you around -,female
CATWOMAN, I had it under control.,female
CATWOMAN, Wayne wasn’t kidding about a ’powerful friend’. I sold his prints to Daggett. For something that doesn’t even exist.,female
CATWOMAN," Hey, when a girl’s desperate...",female
CATWOMAN, I don’t know. But Daggett seemed pretty interested in that mess at the stock market.,female
CATWOMAN, Don’t be shy.,female
CATWOMAN, Wayne says you can get me the ’Clean Slate’.,female
CATWOMAN, On what?,female
CATWOMAN," Still don’t trust me, huh? How can we change that?",female
CATWOMAN, You asked.,female
CATWOMAN," From here, Bane’s men patrol the tunnels...and they are not your average brawlers.",female
CATWOMAN, He’s behind you.,female
CATWOMAN, Just a little further.,female
CATWOMAN, I had to find a way to stop them trying to kill me.,female
CATWOMAN," Sorry to spoil things, boys, but Bane wants these guys himself...",female
CATWOMAN, He should be so lucky.,female
CATWOMAN," Oh, you shouldn’t have...",female
CATWOMAN, I got it.,female
CATWOMAN," No, I’ve got forty-five minutes to get clear of the blast radius, because you don’t stand a chance against these guys.",female
CATWOMAN," I’ll open that tunnel, then I’m gone.",female
CATWOMAN, Sorry to keep letting you down. Come with me. Save yourself. You don’t owe these people anymore - you’ve given them everything...,female
CATWOMAN, The whole no-guns thing? I don’t feel as strongly about it as you do.,female
CATWOMAN," Rig it out to fly over the water, then bail -",female
CATWOMAN, You could’ve gone anywhere. Been anything. But you came back here.,female
CATWOMAN, I guess we’re both suckers.,female
BATMAN, WHAT WERE YOU STEALING?!,male
BATMAN, They just don’t care.,male
BATMAN, No guns. No killing.,male
BATMAN, Come on!,male
BATMAN, This isn’t a car.,male
BATMAN, You’re welcome.,male
BATMAN, Those weren’t street thugs - they were trained killers. I saved your life. In return I need to know what you did with Bruce Wayne’s fingerprints.,male
BATMAN, I doubt many people get the better of you.,male
BATMAN, What were they going to do with them?,male
BATMAN, Miss Kyle -? So that’s what that feels like.,male
BATMAN, That depends.,male
BATMAN, On what you want it for. I acquired it to keep it out of the wrong hands.,male
BATMAN, Start by taking me to Bane.,male
BATMAN, Neither am I.,male
BATMAN, You’ve made a serious mistake.,male
BATMAN, Bane.,male
BATMAN, Us? You were excommunicated. From a gang of psychopaths.,male
BATMAN, No...,male
BATMAN, This blocks the remote detonator signal to the bomb. Get into onto the truck by sunrise. They might hit the button when it starts.,male
BATMAN, War.,male
BATMAN," If you’re working alone, wear a mask.",male
BATMAN, The mask is not for you. It’s to protect the people you care about.,male
BATMAN, I lost someone once. Since then I break into their homes when they’re sleeping and implant a tracking device on the back of their neck.,male
BATMAN," On three - one, two, three -",male
BATMAN, That’s to warn the men on the other side.,male
BATMAN, All-out assault on Bane...but you need to get the people your care about across the bridge.,male
BATMAN, In case we fail. Lead an exodus across the bridge. Save as many lives as you can.,male
BATMAN, You’ve given me an army. Now go.,male
BATMAN, Don’t thank me yet.,male
BATMAN," The mid-town tunnel’s blocked by debris, but the cannons give you enough firepower to make a path for people.",male
BATMAN," To start it, you -",male
BATMAN, We’ve got forty-five minutes to save this city -,male
BATMAN, With your help I might.,male
BATMAN, There’s more to you than that.,male
BATMAN, Not everything. Not yet.,male
BATMAN, No. I came back to stop you.,male
BATMAN, Give me the trigger! You’d never give it to an ordinary citizen -,male
BATMAN, You thought you were the only one who could learn the strength to escape?,male
BATMAN, The child of Ra’s al Ghul made the climb -,male
BATMAN, He was trying to kill millions of innocent people -,male
BATMAN, Your knife may have been too slow...,male
BATMAN," I need you on the ground, me in the air, we have to force that convoy east, to the entrance to the reactor -",male
BATMAN, Two minutes. I can fly it out over the bay...,male
BATMAN, No autopilot.,male
BATMAN, So did you.,male
BATMAN, And you were right.,male
BATMAN, A hero can be anyone. That was always the point. Anyone. A man doing something as simple and reassuring as putting a coat around a little boy’s shoulders to let him know that the world hadn’t ended...,male
CATWOMAN, Careful what you wish for.,female
BLAKE, Looks like you need a lift.,male
BANE, Speak of the devil...,male
BANE," Not as serious as yours, I fear.",male
BANE, Where a thousand men have languished for years. Under the Dent Act. Under the name of this man -,male
BANE, ...and rebuilding it the way it should have been rebuilt generations ago...,male
WAYNE, I don’t think so.,male
WAYNE," Pretty generous, for a thief.",male
BATMAN, Me.,male
BATMAN, Light it up.,male
PRISONER, He asks if you would pay us to let you die. I told him you have nothing.,male
PRISONER, They pay me more than that to keep you alive.,male
PRISONER, He will try the climb.,male
PRISONER, Of course not.,male
PRISONER, He says there is one who did. A child...,male
PRISONER, A child who had been born in this hell...,male
PRISONER, An old legend. Nothing more.,male
PRISONER, Whatever they want you to see...it’s happening soon.,male
PRISONER, He says you must first straighten your back.,male
PRISONER, He was the prison doctor. A morphine addict who incurred the displeasure of powerful people. Including your masked friend.,male
PRISONER," Many years ago, during a time of plague, Bane was attacked by other prisoners. The doctor’s fumbling attempts to repair the damage left him in perpetual agony. The mask holds his pain at bay.",male
PRISONER, The legens is that there was a mercenary working for the local warlord who fell in love with his daughter. They married in secret.,male
PRISONER," When the warlord found out, he condemned the mercenary to this pit. But then exiled him instead.",male
PRISONER," The mercenary understood that the warlord’s daughter had secured his release, but he couldn’t know the true price of his freedom. She had taken his place in the pit.",male
PRISONER, And she was with the child. The mercenary’s child.,male
PRISONER, One day the doctor forgot the lock the cell...,male
PRISONER, Innocence cannot flower underground. It was to be stamped out. But the child had a friend. A protector...,male
PRISONER, ...who showed the other that this innocence was their redemption. The mother was not so lucky.,male
PRISONER, This is Bane’s prison now. Bane would not want this story told. You have a protruding vertebra...I’m going to force it back...,male
PRISONER, You stay like this. Until you stand.,male
PRISONER, Why build yourself?,male
PRISONER, Here? There? What’s the difference?,male
PRISONER, I told you it could not be done.,male
PRISONER," No ordinary child... A child born in hell. A child forged by suffering, hardened by pain... Not a man from privilege.",male
PRISONER, He says the leap to freedom is not about strength.,male
PRISONER, He’ll keep.,male
PRISONER, Supplies for your journey?,male
BANE," my boy. Then took the blame for Harvey’s appalling crimes, so that I could, to my shame, build a lie around this fallen idol.’",male
BANE," But start by storming Blackgate and freeing the oppressed... Step forward, those who would serve...",male
BANE, ’I praised the madman who tried to murder my own child.’,male
BANE, For an army will be raised...,male
BANE, The powerful will be ripped from their decadent nests...,male
BANE, ...and cast into the cold world the rest of us have known and endured...,male
BANE, Courts will be convened...,male
BANE, The spoils will be enjoyed...,male
BANE, Blood will be shed...,male
BANE," But the police will live, until they are ready to serve true justice...",male
BANE, This great city will endure...,male
BANE, Gotham will survive.,male
GORDON, They keep it on a truck - it must have a lead-lined roof. They move it constantly.,male
GORDON, They’ve got three of them. The routes don’t vary much.,male
GORDON, ’I see a beautiful city and a brilliant people rising from this abyss...’,male
GORDON," ’I see the lives for which I lay down my life, peaceful, useful, prosperous and happy...’",male
